flight_id,origin,dest,scheduled_arrival,actual_arrival
181,IXB,BLR,2023-09-10 13:54,2023-09-10 13:57
182,GOI,VNS,2024-03-27 07:09,2024-03-27 07:49
183,JAI,MAA,2024-08-11 15:22,2024-08-11 17:16
184,PNQ,VNS,2023-01-24 09:03,2023-01-24 09:32
185,CCU,PNQ,2024-08-03 15:17,2024-08-03 17:15
186,AMD,DEL,2023-02-17 14:42,2023-02-17 14:47
187,PAT,VNS,2024-03-09 03:53,2024-03-09 05:04
188,COK,PNQ,2024-05-29 20:00,2024-05-29 20:28
189,COK,GAU,2024-08-18 06:06,2024-08-18 07:01
190,COK,BLR,2023-04-22 09:14,2023-04-22 10:58
191,BBI,GOI,2024-06-07 04:22,2024-06-07 05:56
192,VNS,LKO,2023-11-15 15:37,2023-11-15 16:52
193,IXC,LKO,2024-01-27 06:02,2024-01-27 07:03
194,BBI,PAT,2023-08-18 16:20,2023-08-18 18:13
195,LKO,IXC,2024-09-19 23:46,2024-09-20 00:00
196,SXR,COK,2023-08-11 18:17,2023-08-11 19:51
197,BOM,PNQ,2024-11-17 15:41,2024-11-17 17:11
198,CCU,LKO,2024-02-09 05:54,2024-02-09 06:36
199,JAI,IXB,2023-05-19 00:29,2023-05-19 01:24
200,VNS,BBI,2023-09-21 03:49,2023-09-21 05:20
201,BBI,BLR,2023-02-11 14:33,2023-02-11 15:14
202,CCU,AMD,2024-10-15 15:29,2024-10-15 16:14
203,MAA,IXB,2024-04-09 14:44,2024-04-09 15:18
204,COK,BDQ,2024-10-07 00:26,2024-10-07 01:56
205,DEL,COK,2024-10-25 21:54,2024-10-25 22:19
206,BLR,GOI,2023-11-20 09:20,2023-11-20 11:09
207,GAU,BLR,2023-05-17 12:38,2023-05-17 13:46
208,SXR,CCU,2023-02-27 08:00,2023-02-27 08:11
209,GOI,PAT,2023-01-08 07:31,2023-01-08 07:46
210,SXR,IXB,2024-04-05 21:42,2024-04-05 22:23
211,CCU,LKO,2023-02-13 17:39,2023-02-13 17:43
212,CCU,MAA,2023-11-19 14:23,2023-11-19 15:59
213,MAA,VNS,2023-08-21 08:13,2023-08-21 08:47
214,BLR,COK,2024-09-02 02:00,2024-09-02 02:47
215,GOI,SXR,2023-12-03 15:43,2023-12-03 16:07
216,VNS,BDQ,2023-02-01 12:26,2023-02-01 13:25
217,HYD,JAI,2023-02-19 03:54,2023-02-19 04:02
218,BOM,DEL,2023-04-03 15:17,2023-04-03 15:44
219,SXR,BBI,2024-12-01 04:46,2024-12-01 06:15
220,COK,GAU,2023-12-25 02:34,2023-12-25 03:54
221,BDQ,LKO,2024-09-02 16:35,2024-09-02 17:02
222,BLR,JAI,2024-09-17 03:19,2024-09-17 04:08
223,PNQ,BLR,2023-10-06 14:05,2023-10-06 14:48
224,IXB,DEL,2023-09-06 08:35,2023-09-06 09:56
225,HYD,COK,2023-12-28 16:52,2023-12-28 18:34
226,VNS,COK,2023-06-26 00:52,2023-06-26 01:06
227,LKO,BLR,2023-12-15 23:00,2023-12-15 23:42
228,GOI,BLR,2023-01-21 09:15,2023-01-21 09:59
229,PAT,GOI,2023-12-14 20:46,2023-12-14 22:09
230,PAT,CCU,2024-10-31 20:44,2024-10-31 20:46
231,IXC,BDQ,2023-08-12 23:22,2023-08-12 23:55
232,VNS,MAA,2023-02-04 09:44,2023-02-04 10:02
233,VNS,PNQ,2024-11-23 18:04,2024-11-23 19:15
234,VNS,HYD,2023-12-06 10:48,2023-12-06 11:01
235,BDQ,JAI,2024-04-21 01:48,2024-04-21 02:15
236,MAA,BLR,2024-07-19 09:00,2024-07-19 10:49
237,BDQ,HYD,2023-01-07 01:18,2023-01-07 01:55
238,DEL,JAI,2024-06-26 10:12,2024-06-26 12:06
239,GAU,GOI,2023-04-27 03:44,2023-04-27 05:37
240,MAA,BDQ,2023-10-16 08:08,2023-10-16 09:33
241,BDQ,HYD,2023-04-01 05:38,2023-04-01 07:30
242,IXB,LKO,2024-02-28 11:14,2024-02-28 12:06
243,GOI,CCU,2023-08-03 10:10,2023-08-03 10:40
244,VNS,GAU,2023-06-17 13:41,2023-06-17 15:23
245,IXC,BLR,2024-01-14 01:23,2024-01-14 01:34
246,BDQ,CCU,2024-10-18 21:28,2024-10-18 21:44
247,GOI,MAA,2024-04-15 15:46,2024-04-15 17:10
248,HYD,GOI,2024-04-28 03:59,2024-04-28 05:34
249,BDQ,GOI,2024-07-05 20:39,2024-07-05 21:36
250,HYD,BDQ,2023-02-05 18:09,2023-02-05 18:59
251,SXR,JAI,2024-11-23 13:21,2024-11-23 13:55
252,GOI,CCU,2024-08-21 07:28,2024-08-21 08:52
253,IXC,AMD,2023-09-12 12:10,2023-09-12 12:33
254,PAT,BBI,2024-04-28 05:39,2024-04-28 07:36
255,AMD,BLR,2024-03-08 21:58,2024-03-08 23:42
256,JAI,AMD,2023-03-31 16:37,2023-03-31 18:19
257,BOM,COK,2024-08-06 19:58,2024-08-06 20:17
258,DEL,BOM,2024-09-05 23:51,2024-09-06 01:05
259,BLR,BBI,2023-10-31 04:27,2023-10-31 05:46
260,BOM,IXC,2023-12-13 02:38,2023-12-13 04:37
261,DEL,LKO,2024-08-22 02:51,2024-08-22 03:56
262,GOI,JAI,2023-11-23 03:34,2023-11-23 04:07
263,CCU,BDQ,2024-11-18 15:30,2024-11-18 15:50
264,PAT,MAA,2023-07-28 12:36,2023-07-28 14:15
265,AMD,BLR,2024-02-13 22:03,2024-02-13 22:50
266,BOM,JAI,2023-09-13 13:38,2023-09-13 14:51
267,GOI,MAA,2024-12-13 15:02,2024-12-13 15:04
268,IXC,IXB,2024-05-01 13:49,2024-05-01 15:41
269,AMD,GAU,2023-04-08 21:59,2023-04-08 23:25
270,PAT,VNS,2024-01-21 16:37,2024-01-21 18:22
271,VNS,BLR,2023-07-06 22:04,2023-07-06 23:37
272,IXC,JAI,2023-06-04 09:17,2023-06-04 10:43
273,GAU,SXR,2023-06-01 04:55,2023-06-01 06:37
274,BOM,DEL,2023-07-08 00:39,2023-07-08 00:58
275,GAU,BBI,2023-07-20 03:57,2023-07-20 04:53
276,GOI,BOM,2023-04-09 10:22,2023-04-09 11:30
277,BDQ,JAI,2023-07-18 06:34,2023-07-18 07:53
278,SXR,DEL,2023-02-05 01:26,2023-02-05 01:59
279,COK,BDQ,2024-05-26 11:57,2024-05-26 13:56
280,JAI,GOI,2023-10-25 18:27,2023-10-25 19:41
281,COK,IXB,2023-09-29 16:41,2023-09-29 16:55
282,BBI,MAA,2023-03-05 21:23,2023-03-05 21:59
283,BLR,BOM,2024-01-10 09:20,2024-01-10 09:51
284,PNQ,BOM,2024-09-22 00:54,2024-09-22 02:15
285,VNS,PAT,2023-03-11 04:11,2023-03-11 04:22
286,GOI,IXB,2024-08-11 10:13,2024-08-11 11:29
287,LKO,HYD,2024-12-19 01:45,2024-12-19 03:12
288,BDQ,DEL,2023-02-08 13:17,2023-02-08 15:14
289,AMD,MAA,2023-04-12 12:16,2023-04-12 12:52
290,IXC,AMD,2023-01-28 21:58,2023-01-28 22:23
291,BBI,GOI,2024-02-29 13:20,2024-02-29 13:35
292,CCU,BOM,2023-11-15 09:31,2023-11-15 10:52
293,IXB,JAI,2024-01-27 20:22,2024-01-27 20:22
294,MAA,HYD,2023-09-08 03:53,2023-09-08 05:17
295,BLR,BDQ,2023-11-06 02:37,2023-11-06 03:46
296,BBI,GOI,2024-12-20 02:15,2024-12-20 04:08
297,MAA,AMD,2023-05-03 05:02,2023-05-03 06:29
298,DEL,SXR,2023-05-09 20:09,2023-05-09 20:10
299,IXB,BOM,2023-04-08 05:18,2023-04-08 06:34
300,PNQ,HYD,2023-12-26 10:22,2023-12-26 10:55
301,PNQ,BDQ,2024-08-20 14:14,2024-08-20 14:47
302,IXC,MAA,2023-06-26 09:32,2023-06-26 09:51
303,DEL,CCU,2024-05-27 19:38,2024-05-27 21:34
304,JAI,BBI,2023-01-15 20:39,2023-01-15 20:44
305,GOI,IXC,2024-02-06 09:35,2024-02-06 11:22
306,BLR,IXC,2024-03-18 01:13,2024-03-18 02:10
307,HYD,SXR,2024-03-08 23:57,2024-03-08 23:59
308,BBI,PAT,2023-08-26 21:01,2023-08-26 22:54
309,BDQ,COK,2024-06-21 07:29,2024-06-21 08:51
310,MAA,PAT,2024-04-13 22:01,2024-04-13 22:41
311,BOM,BBI,2024-09-15 06:50,2024-09-15 08:05
312,BOM,AMD,2023-08-14 18:58,2023-08-14 19:11
313,AMD,SXR,2024-12-28 08:40,2024-12-28 09:57
314,GAU,DEL,2024-03-04 15:38,2024-03-04 16:27
315,BLR,COK,2024-11-10 03:05,2024-11-10 04:54
316,IXC,COK,2023-02-23 01:13,2023-02-23 02:22
317,IXB,BLR,2024-11-04 10:41,2024-11-04 11:44
318,AMD,IXB,2024-06-12 16:38,2024-06-12 17:26
319,BLR,MAA,2024-09-26 22:49,2024-09-26 23:43
320,IXC,MAA,2024-08-25 10:22,2024-08-25 11:04
321,BLR,COK,2024-08-20 10:08,2024-08-20 12:02
322,IXB,AMD,2023-01-16 06:40,2023-01-16 08:34
323,VNS,BDQ,2024-06-29 22:52,2024-06-29 23:50
324,BLR,PAT,2023-06-29 23:11,2023-06-30 00:06
325,COK,MAA,2024-09-04 19:48,2024-09-04 21:39
326,DEL,CCU,2024-10-16 03:25,2024-10-16 05:14
327,AMD,GOI,2023-11-24 11:29,2023-11-24 11:36
328,MAA,HYD,2023-11-01 06:39,2023-11-01 07:20
329,BOM,GAU,2024-11-29 04:45,2024-11-29 06:25
330,PAT,BDQ,2024-08-20 03:10,2024-08-20 03:18
331,GOI,BBI,2023-10-14 19:41,2023-10-14 20:25
332,MAA,CCU,2024-01-06 01:34,2024-01-06 02:25
333,MAA,IXB,2023-01-12 13:07,2023-01-12 13:49
334,CCU,AMD,2024-07-15 23:15,2024-07-16 01:08
335,SXR,LKO,2023-10-14 03:38,2023-10-14 04:55
336,GOI,BDQ,2023-10-11 10:58,2023-10-11 12:50
337,IXB,JAI,2024-01-13 05:01,2024-01-13 06:04
338,GOI,PNQ,2024-09-28 05:45,2024-09-28 05:57
339,GAU,BBI,2023-01-17 19:35,2023-01-17 20:13
340,BDQ,VNS,2024-01-30 21:42,2024-01-30 22:11
341,BOM,PNQ,2024-02-05 14:15,2024-02-05 15:18
342,HYD,MAA,2024-04-09 00:57,2024-04-09 01:16
343,CCU,VNS,2023-03-21 11:24,2023-03-21 13:22
344,IXB,VNS,2024-01-26 19:28,2024-01-26 20:46
345,AMD,BLR,2024-01-03 03:54,2024-01-03 04:22
346,BDQ,BOM,2024-05-05 09:34,2024-05-05 11:07
347,LKO,SXR,2023-08-24 01:30,2023-08-24 03:14
348,VNS,CCU,2024-10-01 20:12,2024-10-01 21:18
349,BBI,HYD,2024-09-21 11:05,2024-09-21 11:22
350,DEL,PAT,2024-01-26 02:33,2024-01-26 02:42
351,BBI,IXB,2024-09-18 21:54,2024-09-18 21:59
352,PAT,IXB,2023-04-10 10:14,2023-04-10 11:39
353,GOI,LKO,2024-05-29 15:16,2024-05-29 16:40
354,DEL,PAT,2023-11-20 22:47,2023-11-20 23:29
355,GOI,COK,2024-08-18 19:43,2024-08-18 21:31
356,PAT,IXB,2023-02-27 18:05,2023-02-27 18:57
357,MAA,SXR,2023-04-11 18:32,2023-04-11 19:39
358,GOI,BBI,2023-12-02 22:20,2023-12-03 00:01
359,IXB,DEL,2023-04-01 20:30,2023-04-01 22:19
360,BOM,BDQ,2024-09-19 03:55,2024-09-19 05:03
361,PAT,JAI,2023-07-03 10:10,2023-07-03 11:25
362,PNQ,AMD,2024-10-30 14:44,2024-10-30 16:34
363,COK,MAA,2023-08-26 07:18,2023-08-26 09:01
364,BOM,CCU,2024-05-13 11:09,2024-05-13 12:18
365,VNS,PAT,2023-02-24 18:26,2023-02-24 19:05
366,PAT,PNQ,2024-03-04 16:56,2024-03-04 17:34
367,HYD,BBI,2024-08-19 05:19,2024-08-19 05:27
368,VNS,HYD,2023-06-05 03:13,2023-06-05 03:52
369,PAT,PNQ,2023-08-20 11:38,2023-08-20 13:28
370,PNQ,AMD,2024-10-29 07:21,2024-10-29 07:59
371,BOM,HYD,2023-03-16 23:11,2023-03-17 00:16
372,LKO,PAT,2023-09-24 03:28,2023-09-24 04:04
373,DEL,GOI,2023-10-30 14:42,2023-10-30 14:48
374,SXR,HYD,2023-07-07 14:04,2023-07-07 15:15
375,CCU,IXB,2024-05-26 22:07,2024-05-26 22:07
376,MAA,BBI,2023-11-30 02:51,2023-11-30 03:57
377,BOM,CCU,2024-04-14 19:26,2024-04-14 19:57
378,MAA,AMD,2024-11-27 12:53,2024-11-27 13:46
379,PNQ,VNS,2024-01-23 18:09,2024-01-23 18:23
380,DEL,SXR,2024-01-01 05:53,2024-01-01 06:26
381,COK,GAU,2023-07-31 07:37,2023-07-31 07:51
382,HYD,BBI,2024-01-14 04:29,2024-01-14 05:42
383,IXB,AMD,2024-06-13 05:25,2024-06-13 05:32
384,GOI,DEL,2024-02-16 11:11,2024-02-16 12:17
385,HYD,BLR,2023-04-30 06:31,2023-04-30 07:47
386,IXC,HYD,2024-01-16 15:08,2024-01-16 15:43
387,COK,IXB,2024-06-23 22:53,2024-06-24 00:03
388,HYD,GOI,2023-09-04 08:34,2023-09-04 09:55
389,BBI,IXB,2024-04-17 02:58,2024-04-17 03:30
390,MAA,GAU,2023-03-18 03:57,2023-03-18 04:22
391,SXR,JAI,2024-11-08 20:15,2024-11-08 22:04
392,JAI,BLR,2023-04-21 01:10,2023-04-21 01:29
393,HYD,GAU,2024-01-13 02:46,2024-01-13 04:25
394,BBI,BDQ,2023-06-09 08:31,2023-06-09 09:03
395,IXC,BBI,2024-06-01 11:25,2024-06-01 12:28
396,GAU,COK,2024-02-17 03:27,2024-02-17 04:18
397,COK,BBI,2023-01-09 13:24,2023-01-09 13:42
398,COK,PNQ,2023-10-05 07:30,2023-10-05 07:37
399,AMD,CCU,2023-08-24 01:24,2023-08-24 03:15
400,IXC,VNS,2023-11-26 17:30,2023-11-26 17:58
401,GOI,COK,2024-01-08 20:43,2024-01-08 21:31
402,BOM,CCU,2024-01-23 20:25,2024-01-23 20:41
403,BOM,GAU,2023-07-12 03:55,2023-07-12 03:58
404,JAI,HYD,2024-07-11 03:20,2024-07-11 05:17
405,AMD,BLR,2024-05-19 09:13,2024-05-19 10:41
406,VNS,COK,2023-05-07 19:43,2023-05-07 21:43
407,HYD,BBI,2023-10-27 03:28,2023-10-27 04:28
408,IXB,HYD,2023-12-18 02:36,2023-12-18 03:27
409,SXR,HYD,2024-05-25 19:45,2024-05-25 21:33
410,IXB,CCU,2023-10-17 21:23,2023-10-17 22:00
411,BBI,DEL,2024-03-17 18:15,2024-03-17 19:10
412,AMD,DEL,2024-03-17 12:05,2024-03-17 12:39
413,SXR,DEL,2024-11-10 04:43,2024-11-10 05:40
414,BLR,AMD,2023-05-20 19:57,2023-05-20 20:19
415,PNQ,DEL,2024-07-29 05:55,2024-07-29 06:49
416,AMD,DEL,2024-11-01 22:12,2024-11-01 22:42
417,BBI,HYD,2023-02-23 02:33,2023-02-23 04:01
418,IXC,PNQ,2024-11-04 19:08,2024-11-04 20:05
419,IXC,DEL,2023-01-13 14:38,2023-01-13 15:00
420,BOM,LKO,2024-11-19 13:54,2024-11-19 14:17
421,JAI,IXC,2023-09-18 16:12,2023-09-18 17:51
422,JAI,COK,2023-06-21 15:15,2023-06-21 15:56
423,PAT,BOM,2023-12-29 00:54,2023-12-29 02:19
424,BLR,SXR,2024-07-28 21:56,2024-07-28 23:05
425,JAI,BBI,2024-04-14 04:35,2024-04-14 05:36
426,DEL,PAT,2024-07-29 09:18,2024-07-29 10:08
427,BOM,SXR,2023-02-13 00:42,2023-02-13 01:04
428,HYD,AMD,2023-09-18 10:45,2023-09-18 11:47
429,DEL,CCU,2023-09-19 10:03,2023-09-19 10:32
430,GAU,BOM,2024-07-11 07:44,2024-07-11 09:33
431,CCU,PNQ,2024-04-14 13:04,2024-04-14 14:25
432,DEL,GOI,2023-01-26 18:38,2023-01-26 19:04
433,COK,VNS,2024-02-17 13:09,2024-02-17 14:16
434,IXC,AMD,2024-12-29 03:11,2024-12-29 03:16
